LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO
00,1610612747,LAL,Los Angeles,26,10,18,9,13,12,2,18,6,20
00,1610612760,OKC,Oklahoma City,56,10,20,7,9,13,0,10,6,11
00,1610612764,WAS,Washington,48,12,21,14,9,13,3,12,13,10
00,1610612757,POR,Portland,42,14,17,5,8,11,1,15,9,17
00,1610612756,PHX,Phoenix,50,13,24,25,8,11,0,13,5,19
00,1610612751,BKN,Brooklyn,48,14,8,23,2,3,1,15,6,16
00,1610612758,SAC,Sacramento,44,14,16,1,2,3,0,14,9,13
00,1610612744,GSW,Golden State,44,25,28,30,1,3,2,18,9,18
00,1610612745,HOU,Houston,46,16,30,3,1,3,1,20,6,27
00,1610612759,SAS,San Antonio,36,12,8,5,5,4,1,13,8,12
00,1610612741,CHI,Chicago,42,17,13,25,5,4,0,10,7,13
00,1610612749,MIL,Milwaukee,54,21,20,11,5,4,0,12,3,11
00,1610612762,UTA,Utah,30,13,7,16,5,4,0,22,10,32
00,1610612738,BOS,Boston,30,13,8,6,12,9,0,16,12,14
00,1610612757,POR,Portland,28,12,9,7,11,9,1,11,7,11
00,1610612751,BKN,Brooklyn,48,14,13,3,2,4,1,13,10,17
00,1610612746,LAC,Los Angeles,56,15,28,46,2,4,0,14,9,13
00,1610612761,TOR,Toronto,36,19,15,10,7,4,2,16,12,22
00,1610612755,PHI,Philadelphia,40,21,20,16,6,4,0,18,3,24
00,1610612760,OKC,Oklahoma City,40,8,19,9,5,3,2,13,11,17
00,1610612737,ATL,Atlanta,54,10,15,15,5,3,3,19,7,18
00,1610612766,CHA,Charlotte,46,11,9,0,0,1,1,12,6,16
00,1610612739,CLE,Cleveland,56,23,27,49,0,1,0,11,6,8
00,1610612748,MIA,Miami,40,4,4,21,2,2,2,18,7,12
00,1610612754,IND,Indiana,42,10,10,2,2,2,0,18,10,20
00,1610612752,NYK,New York,44,11,13,10,14,7,0,14,7,8
00,1610612753,ORL,Orlando,62,12,14,7,14,7,0,14,8,18
00,1610612741,CHI,Chicago,34,18,8,11,0,2,3,24,7,32
00,1610612742,DAL,Dallas,34,15,20,0,0,2,0,12,4,14
00,1610612740,NOP,New Orleans,52,11,12,10,3,5,0,13,9,11
00,1610612750,MIN,Minnesota,52,11,9,10,3,5,2,15,15,16
00,1610612747,LAL,Los Angeles,30,9,15,0,0,0,1,9,10,7
00,1610612759,SAS,San Antonio,44,15,10,23,0,0,1,11,9,17
00,1610612738,BOS,Boston,32,13,7,6,17,9,1,15,12,14
00,1610612743,DEN,Denver,44,23,6,12,17,9,1,13,6,18
00,1610612745,HOU,Houston,64,11,26,16,6,3,2,16,10,10
00,1610612756,PHX,Phoenix,46,12,25,2,6,3,0,12,6,16
00,1610612744,GSW,Golden State,40,12,27,34,5,5,1,18,8,21
00,1610612758,SAC,Sacramento,40,16,18,2,5,5,3,22,8,21
00,1610612752,NYK,New York,22,6,2,11,1,2,4,18,14,22
00,1610612766,CHA,Charlotte,30,7,10,7,1,2,0,9,15,11
00,1610612765,DET,Detroit,44,17,13,7,4,7,1,20,10,23
00,1610612749,MIL,Milwaukee,34,14,8,30,4,7,1,21,3,26
00,1610612763,MEM,Memphis,52,12,12,25,2,3,0,18,6,16
00,1610612755,PHI,Philadelphia,32,9,20,5,2,3,1,24,5,17
00,1610612762,UTA,Utah,42,9,27,35,2,4,2,17,9,11
00,1610612751,BKN,Brooklyn,30,10,7,3,2,4,1,18,11,27
00,1610612764,WAS,Washington,24,2,17,14,5,3,1,13,5,10
00,1610612757,POR,Portland,28,9,9,7,5,3,0,12,7,7
00,1610612748,MIA,Miami,46,15,16,14,2,3,1,11,8,9
00,1610612741,CHI,Chicago,40,13,17,4,2,3,2,11,5,12
00,1610612760,OKC,Oklahoma City,44,10,18,8,14,5,0,8,11,4
00,1610612739,CLE,Cleveland,28,16,7,13,14,5,1,12,15,10
00,1610612756,PHX,Phoenix,38,1,15,5,11,6,0,11,12,14
00,1610612746,LAC,Los Angeles,30,17,6,20,11,6,1,12,14,14
00,1610612742,DAL,Dallas,38,22,12,4,7,8,0,9,6,14
00,1610612740,NOP,New Orleans,48,17,6,10,8,9,1,10,7,8
00,1610612750,MIN,Minnesota,52,18,8,3,10,3,4,17,6,21
00,1610612737,ATL,Atlanta,56,6,12,18,10,3,0,10,8,15
00,1610612754,IND,Indiana,38,13,6,7,10,12,0,14,7,18
00,1610612753,ORL,Orlando,44,3,10,9,10,12,0,12,5,6
00,1610612759,SAS,San Antonio,52,29,11,9,3,4,0,15,10,17
00,1610612749,MIL,Milwaukee,34,12,17,12,3,4,4,21,6,16
00,1610612761,TOR,Toronto,56,15,9,13,11,7,0,8,8,14
00,1610612765,DET,Detroit,56,17,17,3,11,7,0,14,11,15
00,1610612744,GSW,Golden State,52,12,23,14,4,3,0,13,7,18
00,1610612738,BOS,Boston,38,17,11,2,4,3,0,14,10,11
00,1610612743,DEN,Denver,36,17,10,8,13,10,0,9,10,13
00,1610612764,WAS,Washington,56,14,12,7,13,10,1,18,10,17
00,1610612745,HOU,Houston,40,8,23,25,2,2,0,14,4,14
00,1610612747,LAL,Los Angeles,42,14,14,2,2,2,0,21,6,21
00,1610612751,BKN,Brooklyn,54,18,12,22,4,5,1,7,7,9
00,1610612757,POR,Portland,44,15,2,8,4,5,2,14,2,19
00,1610612758,SAC,Sacramento,50,15,29,44,0,0,0,14,13,3
00,1610612752,NYK,New York,36,13,11,0,0,0,0,15,10,18
00,1610612753,ORL,Orlando,48,15,20,1,2,1,1,18,5,21
00,1610612763,MEM,Memphis,40,8,11,20,2,1,0,15,4,21
00,1610612740,NOP,New Orleans,46,20,8,25,6,3,3,14,9,11
00,1610612755,PHI,Philadelphia,38,9,9,3,6,3,1,13,11,17
00,1610612760,OKC,Oklahoma City,44,10,32,15,2,4,1,16,9,19
00,1610612750,MIN,Minnesota,40,8,14,4,2,4,0,13,11,17
00,1610612762,UTA,Utah,44,14,15,2,5,6,2,16,15,13
00,1610612738,BOS,Boston,36,11,11,24,5,6,0,14,5,20
00,1610612743,DEN,Denver,42,3,15,16,3,4,0,10,7,15
00,1610612746,LAC,Los Angeles,50,10,10,5,3,4,0,13,3,19
00,1610612761,TOR,Toronto,30,13,13,16,3,3,2,12,7,15
00,1610612754,IND,Indiana,36,16,8,11,3,3,1,15,9,24
00,1610612765,DET,Detroit,48,14,12,7,3,7,0,18,7,14
00,1610612739,CLE,Cleveland,50,20,10,15,3,7,0,9,4,7
00,1610612749,MIL,Milwaukee,42,5,10,12,16,10,1,13,8,12
00,1610612748,MIA,Miami,46,9,5,10,16,10,1,13,9,11
00,1610612763,MEM,Memphis,34,11,5,21,7,6,0,13,5,19
00,1610612742,DAL,Dallas,46,8,13,7,7,6,0,16,5,21
00,1610612744,GSW,Golden State,58,14,31,11,4,8,0,13,13,9
00,1610612741,CHI,Chicago,52,24,8,2,4,8,0,21,7,22
00,1610612747,LAL,Los Angeles,44,4,20,19,4,3,0,11,4,18
00,1610612764,WAS,Washington,46,16,28,8,4,3,0,16,9,18
00,1610612757,POR,Portland,26,14,11,3,3,5,0,8,9,10
00,1610612739,CLE,Cleveland,20,14,0,14,3,5,1,9,7,7
00,1610612765,DET,Detroit,36,18,12,2,1,1,3,20,6,18
00,1610612755,PHI,Philadelphia,40,19,16,20,1,1,3,22,7,20
00,1610612737,ATL,Atlanta,38,16,8,15,9,6,2,13,9,13
00,1610612751,BKN,Brooklyn,40,14,6,8,9,6,2,10,7,17
00,1610612758,SAC,Sacramento,34,11,8,3,8,8,1,18,11,21
00,1610612761,TOR,Toronto,40,16,16,22,8,8,1,17,5,20
00,1610612742,DAL,Dallas,38,13,12,10,5,8,1,24,10,31
00,1610612745,HOU,Houston,38,15,17,8,5,8,0,16,8,18
00,1610612738,BOS,Boston,46,11,6,4,5,5,0,13,3,18
00,1610612750,MIN,Minnesota,46,9,7,13,5,5,1,12,7,8
00,1610612740,NOP,New Orleans,42,20,4,3,12,5,1,10,10,14
00,1610612743,DEN,Denver,42,8,6,16,12,5,0,8,7,3
00,1610612760,OKC,Oklahoma City,42,10,37,8,18,7,1,14,5,20
00,1610612752,NYK,New York,22,17,4,12,18,7,0,10,7,12
00,1610612759,SAS,San Antonio,40,11,15,18,2,1,0,14,5,21
00,1610612766,CHA,Charlotte,40,13,15,1,2,1,0,12,5,15
00,1610612762,UTA,Utah,50,16,11,7,12,14,2,11,10,11
00,1610612746,LAC,Los Angeles,34,9,12,6,12,14,0,8,8,7
00,1610612756,PHX,Phoenix,40,9,21,22,10,0,2,11,10,13
00,1610612764,WAS,Washington,44,22,17,3,10,0,0,13,8,21
00,1610612749,MIL,Milwaukee,46,4,23,29,0,0,0,15,4,13
00,1610612753,ORL,Orlando,56,18,18,0,0,0,1,24,10,34
00,1610612743,DEN,Denver,42,7,16,0,0,1,1,17,5,21
00,1610612763,MEM,Memphis,46,10,17,33,0,1,0,9,8,8
00,1610612754,IND,Indiana,50,9,9,34,1,0,1,12,5,12
00,1610612752,NYK,New York,26,4,10,11,1,0,1,11,6,13
00,1610612741,CHI,Chicago,56,28,14,5,2,2,3,14,14,19
00,1610612747,LAL,Los Angeles,68,30,6,15,2,2,0,13,11,17
00,1610612755,PHI,Philadelphia,48,9,16,10,19,16,1,15,6,15
00,1610612750,MIN,Minnesota,38,14,5,6,19,16,0,21,9,23
00,1610612737,ATL,Atlanta,38,8,11,6,16,10,0,13,9,12
00,1610612757,POR,Portland,32,12,10,6,16,10,0,17,4,12
00,1610612738,BOS,Boston,32,14,12,2,1,1,1,12,11,16
00,1610612745,HOU,Houston,46,12,13,19,1,1,1,17,10,18
00,1610612751,BKN,Brooklyn,62,18,14,5,12,10,0,7,7,11
00,1610612761,TOR,Toronto,54,14,15,17,12,10,1,10,5,10
00,1610612739,CLE,Cleveland,40,5,12,22,2,2,0,17,8,16
00,1610612758,SAC,Sacramento,38,17,7,1,2,2,0,16,7,18
00,1610612740,NOP,New Orleans,34,16,5,14,13,10,2,10,8,13
00,1610612746,LAC,Los Angeles,54,18,17,4,13,10,0,5,11,2
00,1610612742,DAL,Dallas,32,14,3,26,1,1,1,11,9,10
00,1610612748,MIA,Miami,30,20,4,16,1,1,1,17,10,22
00,1610612762,UTA,Utah,38,20,9,18,0,1,3,14,15,20
00,1610612744,GSW,Golden State,44,9,18,0,0,1,0,13,8,17
00,1610612756,PHX,Phoenix,46,15,23,16,8,1,0,13,6,14
00,1610612741,CHI,Chicago,52,14,17,3,8,1,1,12,9,17
00,1610612758,SAC,Sacramento,26,10,12,23,3,2,2,14,4,20
00,1610612754,IND,Indiana,34,6,8,2,3,2,1,15,8,22
00,1610612742,DAL,Dallas,42,10,8,27,1,1,0,12,6,16
00,1610612753,ORL,Orlando,36,10,11,2,1,1,0,15,7,18
00,1610612764,WAS,Washington,40,13,27,1,2,6,0,22,12,31
00,1610612761,TOR,Toronto,34,16,3,21,2,6,1,14,18,17
00,1610612737,ATL,Atlanta,34,11,13,21,2,5,0,12,8,18
00,1610612755,PHI,Philadelphia,30,17,7,2,2,5,1,15,9,14
00,1610612745,HOU,Houston,52,12,17,3,3,3,1,14,12,15
00,1610612765,DET,Detroit,58,15,20,21,3,3,1,13,14,15
00,1610612763,MEM,Memphis,44,14,13,15,10,6,1,12,7,5
00,1610612760,OKC,Oklahoma City,22,16,11,2,10,6,1,18,7,18
00,1610612739,CLE,Cleveland,44,18,5,17,3,5,0,13,10,17
00,1610612750,MIN,Minnesota,44,13,8,5,3,5,0,12,8,14
00,1610612749,MIL,Milwaukee,34,13,7,20,3,5,3,20,5,19
00,1610612757,POR,Portland,36,12,16,4,3,5,0,16,8,14
00,1610612743,DEN,Denver,46,11,12,4,5,2,0,12,9,14
00,1610612766,CHA,Charlotte,58,19,9,36,5,2,0,10,12,15
00,1610612759,SAS,San Antonio,24,9,9,1,2,0,0,17,10,23
00,1610612746,LAC,Los Angeles,38,13,14,23,2,0,0,15,6,12
00,1610612744,GSW,Golden State,34,9,25,20,3,2,0,15,9,10
00,1610612756,PHX,Phoenix,36,16,24,12,3,2,2,22,9,21
00,1610612738,BOS,Boston,28,13,10,0,0,3,1,14,14,14
00,1610612748,MIA,Miami,36,11,8,15,0,3,4,20,9,22
00,1610612752,NYK,New York,22,5,5,21,0,1,0,10,9,8
00,1610612747,LAL,Los Angeles,28,13,5,0,0,1,1,15,9,9
00,1610612755,PHI,Philadelphia,26,7,15,0,0,0,1,22,9,24
00,1610612739,CLE,Cleveland,30,9,14,20,0,0,2,20,12,22
00,1610612764,WAS,Washington,30,13,10,3,6,4,0,12,5,11
00,1610612766,CHA,Charlotte,34,8,12,12,6,4,2,13,8,20
00,1610612751,BKN,Brooklyn,40,13,10,4,10,8,0,16,8,15
00,1610612746,LAC,Los Angeles,56,16,12,11,10,8,1,13,11,12
00,1610612749,MIL,Milwaukee,28,6,9,18,0,1,1,13,12,14
00,1610612761,TOR,Toronto,28,18,3,0,0,1,1,16,10,19
00,1610612737,ATL,Atlanta,46,9,9,2,3,4,0,6,6,11
00,1610612740,NOP,New Orleans,52,15,17,19,3,4,0,13,9,14
00,1610612760,OKC,Oklahoma City,36,6,16,22,4,3,0,13,5,13
00,1610612753,ORL,Orlando,52,23,5,2,4,3,1,14,8,24
00,1610612750,MIN,Minnesota,38,9,16,0,0,0,2,17,5,17
00,1610612742,DAL,Dallas,40,13,21,21,0,0,0,15,7,22
00,1610612763,MEM,Memphis,50,22,14,10,7,14,0,14,10,15
00,1610612756,PHX,Phoenix,62,11,27,7,6,13,0,16,9,20
00,1610612755,PHI,Philadelphia,24,8,26,28,7,4,1,21,11,21
00,1610612743,DEN,Denver,26,6,16,6,7,4,0,14,12,17
00,1610612765,DET,Detroit,48,23,22,21,2,5,2,8,9,11
00,1610612748,MIA,Miami,36,12,4,3,2,5,2,10,7,20
00,1610612752,NYK,New York,42,16,9,0,0,0,0,13,4,16
00,1610612738,BOS,Boston,34,11,2,16,0,0,2,17,7,18
00,1610612762,UTA,Utah,42,15,10,3,8,9,0,10,7,13
00,1610612757,POR,Portland,36,8,8,11,8,9,0,14,11,14
00,1610612758,SAC,Sacramento,38,6,16,10,1,0,0,18,11,25
00,1610612744,GSW,Golden State,52,12,30,27,1,0,0,11,7,9
00,1610612765,DET,Detroit,46,18,15,4,6,6,0,10,6,24
00,1610612754,IND,Indiana,46,8,16,12,6,6,2,13,9,16
00,1610612764,WAS,Washington,40,6,12,2,7,4,0,12,5,10
00,1610612737,ATL,Atlanta,38,11,2,16,7,4,0,14,8,16
00,1610612738,BOS,Boston,34,29,16,12,8,9,0,13,7,18
00,1610612743,DEN,Denver,48,22,16,8,8,9,0,15,8,11
00,1610612761,TOR,Toronto,34,11,11,7,13,5,0,9,5,12
00,1610612751,BKN,Brooklyn,44,9,12,19,13,5,1,9,11,10
00,1610612741,CHI,Chicago,28,21,9,7,10,9,1,13,11,14
00,1610612745,HOU,Houston,50,12,20,18,10,9,0,6,6,0
00,1610612749,MIL,Milwaukee,40,4,23,8,6,4,1,12,4,14
00,1610612747,LAL,Los Angeles,44,19,4,14,6,4,2,18,12,31
00,1610612750,MIN,Minnesota,46,4,15,9,4,8,0,14,4,19
00,1610612748,MIA,Miami,46,21,10,10,3,8,0,18,6,19
00,1610612740,NOP,New Orleans,46,15,8,11,19,14,1,11,7,13
00,1610612760,OKC,Oklahoma City,66,12,27,11,20,15,1,15,4,14
00,1610612759,SAS,San Antonio,40,9,7,9,4,5,0,11,4,10
00,1610612753,ORL,Orlando,46,7,16,11,4,5,1,13,9,12
00,1610612763,MEM,Memphis,46,7,16,16,1,5,0,9,7,6
00,1610612762,UTA,Utah,36,13,10,5,1,5,2,14,10,24
00,1610612744,GSW,Golden State,34,17,24,14,1,3,0,13,8,17
00,1610612742,DAL,Dallas,50,17,27,22,1,3,0,8,14,12
00,1610612764,WAS,Washington,38,16,12,11,11,9,1,13,6,9
00,1610612766,CHA,Charlotte,26,20,10,7,11,9,3,17,9,18
00,1610612746,LAC,Los Angeles,50,18,10,2,1,1,0,12,10,18
00,1610612739,CLE,Cleveland,36,8,10,32,1,1,0,18,5,23
00,1610612742,DAL,Dallas,40,12,19,29,7,6,0,9,7,7
00,1610612758,SAC,Sacramento,42,2,16,4,7,6,0,17,9,15
00,1610612756,PHX,Phoenix,44,8,23,1,6,1,0,16,4,22
00,1610612757,POR,Portland,56,13,23,25,6,1,0,14,8,21
00,1610612751,BKN,Brooklyn,42,14,9,17,6,7,0,14,7,18
00,1610612752,NYK,New York,36,8,6,2,6,7,1,6,8,6
00,1610612754,IND,Indiana,32,5,15,6,7,2,0,8,5,7
00,1610612739,CLE,Cleveland,38,17,8,13,7,2,0,15,11,17
00,1610612753,ORL,Orlando,58,8,14,7,9,4,1,19,4,27
00,1610612747,LAL,Los Angeles,30,16,13,14,9,4,1,15,10,15
00,1610612737,ATL,Atlanta,36,6,19,11,4,11,0,13,7,22
00,1610612744,GSW,Golden State,58,14,22,8,4,11,0,14,8,20
00,1610612755,PHI,Philadelphia,36,10,8,0,0,0,0,17,10,20
00,1610612738,BOS,Boston,40,10,9,26,0,0,0,10,6,11
00,1610612765,DET,Detroit,52,16,17,22,3,6,1,17,10,15
00,1610612743,DEN,Denver,36,8,19,2,3,6,0,13,4,6
00,1610612746,LAC,Los Angeles,46,8,29,20,1,3,0,8,4,14
00,1610612761,TOR,Toronto,48,7,15,24,1,3,3,14,12,16
00,1610612745,HOU,Houston,46,6,23,18,1,1,1,18,10,16
00,1610612749,MIL,Milwaukee,60,12,24,2,1,1,1,14,7,19
00,1610612763,MEM,Memphis,54,3,14,7,5,5,0,18,7,24
00,1610612750,MIN,Minnesota,34,9,10,10,6,6,1,17,6,14
00,1610612760,OKC,Oklahoma City,50,14,25,12,4,7,0,13,7,8
00,1610612740,NOP,New Orleans,44,11,8,7,4,7,1,18,7,17
00,1610612756,PHX,Phoenix,28,9,15,15,5,1,1,12,6,15
00,1610612762,UTA,Utah,46,6,18,11,5,1,0,14,6,20
00,1610612759,SAS,San Antonio,42,9,13,20,1,2,0,16,5,19
00,1610612748,MIA,Miami,36,12,6,5,1,2,1,17,5,24
00,1610612741,CHI,Chicago,46,16,15,36,10,5,0,11,12,11
00,1610612740,NOP,New Orleans,54,8,15,6,10,5,1,12,5,14
00,1610612751,BKN,Brooklyn,30,12,3,0,0,0,0,15,10,19
00,1610612764,WAS,Washington,64,18,18,37,0,0,0,14,11,7
00,1610612752,NYK,New York,34,13,5,5,2,2,2,15,7,20
00,1610612744,GSW,Golden State,44,15,13,26,2,2,0,14,4,19
00,1610612766,CHA,Charlotte,40,9,10,16,9,2,0,12,10,21
00,1610612755,PHI,Philadelphia,26,5,25,13,9,2,0,15,11,13
00,1610612742,DAL,Dallas,46,26,24,10,13,6,2,17,6,16
00,1610612757,POR,Portland,44,11,15,16,13,6,1,23,7,27
00,1610612749,MIL,Milwaukee,40,10,16,14,13,8,0,12,2,9
00,1610612738,BOS,Boston,44,21,3,7,13,8,0,11,13,13
00,1610612758,SAC,Sacramento,42,16,10,0,0,1,0,12,15,16
00,1610612762,UTA,Utah,56,17,16,23,0,1,1,10,11,9
00,1610612760,OKC,Oklahoma City,54,27,33,32,10,3,0,11,9,10
00,1610612746,LAC,Los Angeles,44,22,12,4,10,3,0,13,10,21
00,1610612739,CLE,Cleveland,42,7,22,26,12,5,0,14,10,18
00,1610612747,LAL,Los Angeles,48,24,8,3,12,5,0,7,5,11
00,1610612763,MEM,Memphis,52,22,9,9,19,7,0,11,8,8
00,1610612737,ATL,Atlanta,34,6,14,7,19,7,0,14,6,18
00,1610612754,IND,Indiana,38,15,17,4,4,8,0,12,13,17
00,1610612766,CHA,Charlotte,32,5,5,21,3,8,0,10,9,16
00,1610612750,MIN,Minnesota,44,19,10,19,0,1,0,15,11,17
00,1610612765,DET,Detroit,42,21,9,0,0,1,0,15,3,20
00,1610612741,CHI,Chicago,36,6,8,16,12,11,0,15,4,25
00,1610612753,ORL,Orlando,46,19,14,6,11,11,2,18,5,24
00,1610612745,HOU,Houston,30,25,17,8,6,11,0,11,14,16
00,1610612757,POR,Portland,46,12,6,17,6,11,0,11,8,17
00,1610612759,SAS,San Antonio,40,16,5,9,5,4,1,15,3,16
00,1610612761,TOR,Toronto,40,3,14,10,6,4,4,18,9,16
00,1610612756,PHX,Phoenix,44,11,19,2,3,3,0,10,16,9
00,1610612758,SAC,Sacramento,36,2,12,14,4,4,2,17,10,18
00,1610612759,SAS,San Antonio,40,6,11,10,8,15,0,7,7,8
00,1610612754,IND,Indiana,40,9,10,14,7,14,0,12,7,10
00,1610612744,GSW,Golden State,40,5,17,18,3,10,0,14,7,8
00,1610612755,PHI,Philadelphia,46,16,9,8,3,10,0,27,6,35
00,1610612764,WAS,Washington,42,13,17,20,0,0,2,22,12,24
00,1610612753,ORL,Orlando,40,11,12,0,0,0,0,11,5,19
00,1610612748,MIA,Miami,30,8,8,17,7,5,0,12,11,9
00,1610612752,NYK,New York,32,14,12,14,7,5,2,15,12,23
00,1610612749,MIL,Milwaukee,40,15,21,13,3,3,1,10,9,10
00,1610612751,BKN,Brooklyn,46,8,7,17,3,3,1,16,9,20
00,1610612750,MIN,Minnesota,44,26,9,7,9,5,0,16,6,21
00,1610612737,ATL,Atlanta,58,18,21,18,9,5,2,12,8,15
00,1610612740,NOP,New Orleans,36,11,12,14,10,2,0,15,9,24
00,1610612762,UTA,Utah,46,30,11,9,10,2,1,11,13,15
00,1610612746,LAC,Los Angeles,44,15,20,20,7,2,0,6,6,12
00,1610612742,DAL,Dallas,30,16,13,3,7,2,0,12,6,17
00,1610612743,DEN,Denver,52,17,10,0,0,0,1,11,8,16
00,1610612760,OKC,Oklahoma City,46,12,16,22,0,0,1,13,13,17
00,1610612765,DET,Detroit,50,18,12,31,11,5,1,9,12,11
00,1610612766,CHA,Charlotte,32,13,5,7,11,5,1,12,6,13
00,1610612756,PHX,Phoenix,44,10,25,8,6,2,0,14,7,19
00,1610612745,HOU,Houston,58,26,11,18,6,2,1,14,13,15
00,1610612741,CHI,Chicago,36,4,11,23,5,3,0,7,7,3
00,1610612758,SAC,Sacramento,40,15,8,3,5,3,0,13,8,15
00,1610612763,MEM,Memphis,42,17,23,22,2,1,0,12,8,9
00,1610612751,BKN,Brooklyn,38,15,8,1,2,1,0,20,4,21
00,1610612747,LAL,Los Angeles,40,16,8,12,7,5,2,12,12,17
00,1610612743,DEN,Denver,54,7,16,10,7,5,0,7,12,7
00,1610612753,ORL,Orlando,32,13,14,10,21,13,2,18,4,7
00,1610612752,NYK,New York,16,11,4,4,21,13,0,12,10,14
00,1610612738,BOS,Boston,30,23,4,1,1,0,0,10,6,14
00,1610612737,ATL,Atlanta,32,6,17,18,0,0,0,12,11,11
00,1610612759,SAS,San Antonio,52,14,11,20,1,2,0,10,10,10
00,1610612765,DET,Detroit,38,7,6,2,1,2,0,10,9,15
00,1610612764,WAS,Washington,42,14,16,10,14,10,0,16,10,12
00,1610612761,TOR,Toronto,24,6,14,9,14,10,0,13,4,19
00,1610612758,SAC,Sacramento,42,19,18,3,6,4,0,18,4,21
00,1610612749,MIL,Milwaukee,44,10,16,21,6,4,1,15,5,20
00,1610612744,GSW,Golden State,52,14,24,14,7,6,0,15,4,24
00,1610612750,MIN,Minnesota,28,25,11,3,7,6,2,14,9,22
00,1610612740,NOP,New Orleans,42,10,12,0,0,1,2,15,10,20
00,1610612754,IND,Indiana,38,7,4,33,0,1,2,15,4,17
00,1610612763,MEM,Memphis,46,12,4,0,0,1,0,13,11,12
00,1610612760,OKC,Oklahoma City,40,9,24,22,0,1,1,14,6,3
00,1610612748,MIA,Miami,32,15,15,2,5,0,1,15,6,26
00,1610612739,CLE,Cleveland,52,15,17,26,5,0,1,16,7,15
00,1610612742,DAL,Dallas,26,13,15,13,9,4,0,11,7,14
00,1610612762,UTA,Utah,30,18,13,2,9,4,1,19,15,21
00,1610612757,POR,Portland,36,13,21,23,0,0,0,10,6,6
00,1610612747,LAL,Los Angeles,26,20,8,0,0,0,0,10,5,15
00,1610612746,LAC,Los Angeles,50,21,11,15,14,14,0,15,21,19
00,1610612745,HOU,Houston,44,10,21,4,14,14,0,17,5,25
00,1610612741,CHI,Chicago,50,15,16,19,1,1,0,8,8,12
00,1610612739,CLE,Cleveland,44,16,12,5,1,1,0,16,12,24
00,1610612742,DAL,Dallas,40,12,15,0,0,1,1,18,6,20
00,1610612760,OKC,Oklahoma City,42,14,14,22,0,1,3,25,12,29
00,1610612746,LAC,Los Angeles,56,9,19,7,20,9,1,13,16,14
00,1610612759,SAS,San Antonio,46,12,7,9,20,9,1,17,8,20
00,1610612753,ORL,Orlando,64,8,15,14,10,9,0,9,8,10
00,1610612740,NOP,New Orleans,36,6,8,9,10,9,1,12,4,18
00,1610612754,IND,Indiana,36,12,19,25,2,3,0,15,6,22
00,1610612755,PHI,Philadelphia,42,26,18,2,2,3,1,18,10,28
00,1610612761,TOR,Toronto,48,19,16,35,8,2,1,14,6,11
00,1610612737,ATL,Atlanta,26,16,22,3,8,2,1,23,11,30
00,1610612741,CHI,Chicago,46,12,15,11,11,5,0,20,6,26
00,1610612765,DET,Detroit,52,12,22,11,11,5,2,12,17,11
00,1610612748,MIA,Miami,44,21,12,28,9,6,1,22,15,28
00,1610612752,NYK,New York,44,7,12,2,9,6,0,20,5,23
00,1610612750,MIN,Minnesota,40,22,20,14,15,15,0,14,9,20
00,1610612756,PHX,Phoenix,48,27,10,3,15,15,0,13,7,18
00,1610612764,WAS,Washington,54,16,14,2,1,1,1,18,4,33
00,1610612739,CLE,Cleveland,50,11,18,40,1,1,1,11,14,10
00,1610612742,DAL,Dallas,42,12,20,20,1,2,0,17,6,20
00,1610612745,HOU,Houston,46,14,27,9,1,2,0,21,11,23
00,1610612743,DEN,Denver,38,8,17,9,1,3,0,15,7,13
00,1610612749,MIL,Milwaukee,32,13,21,10,1,3,1,17,12,18
00,1610612757,POR,Portland,24,8,10,8,9,3,0,13,9,15
00,1610612762,UTA,Utah,36,10,11,22,9,3,3,11,9,8
00,1610612738,BOS,Boston,38,11,14,16,3,5,0,11,13,8
00,1610612758,SAC,Sacramento,54,16,13,10,3,5,0,24,9,38
00,1610612759,SAS,San Antonio,44,13,10,3,16,4,0,16,7,26
00,1610612744,GSW,Golden State,40,4,23,22,16,4,0,12,6,23
00,1610612747,LAL,Los Angeles,48,14,13,6,11,8,0,10,10,12
00,1610612751,BKN,Brooklyn,52,16,7,22,11,8,0,11,7,15
00,1610612760,OKC,Oklahoma City,56,20,21,12,12,8,0,14,8,18
00,1610612766,CHA,Charlotte,44,13,13,2,12,8,0,9,7,6
00,1610612748,MIA,Miami,42,16,6,0,0,1,0,17,8,24
00,1610612740,NOP,New Orleans,50,16,11,25,0,1,1,13,11,11
00,1610612756,PHX,Phoenix,44,7,23,8,9,7,0,13,4,11
00,1610612741,CHI,Chicago,48,16,12,9,9,7,0,17,7,22
00,1610612745,HOU,Houston,54,15,24,24,6,5,2,25,17,21
00,1610612761,TOR,Toronto,32,7,13,8,6,5,2,25,8,24
00,1610612746,LAC,Los Angeles,38,13,30,37,6,6,0,11,6,18
00,1610612758,SAC,Sacramento,34,26,18,10,6,6,0,17,11,28
00,1610612739,CLE,Cleveland,48,10,15,30,0,3,0,15,4,19
00,1610612752,NYK,New York,46,17,10,0,0,3,0,11,7,10
00,1610612737,ATL,Atlanta,44,19,14,17,1,2,0,20,11,23
00,1610612749,MIL,Milwaukee,36,7,15,3,1,2,1,25,3,18
